,链接,标题,作者,日期,评论,回复
501,https://tieba.baidu.com/p/5603938731?pn=1,人工智能步入金融领域的主流玩法！,蘑菇-,2018-03-19 10:11,"现在人工智能的研究日新月异。最新的标志性成果，比如自动驾驶汽车、阿尔法狗战胜围棋世界高手，预示着即将到来新的时代。


大小额投资纷纷倾注于这个领域。我们迄今为止所见到的成就，在新时代面前，即将黯然失色。


人工智能的带来的益处是巨大的。我们无法预测，当人类心智被人工智能扩展时，我们会取得哪些成就。也许，有了这个技术革命的新工具，我们能够有能力弥补一些由工业化对自然界造成的破坏。当然，我们希望能够最终消灭疾病和贫穷。我们生活的方方面面都会被改变。简而言之，人工智能的成功创造，可以说是人类文明史上的大事件。",[]
502,https://tieba.baidu.com/p/5603938731?pn=1,人工智能步入金融领域的主流玩法！,蘑菇-,,"1. 自动生成投研报告靠谱吗？
在投资银行的投行业务与证券研究业务中涉及大量的固定格式的报告撰写工作，如招股说明书中的部分章节，研报，以及投资意向书。这些报告撰写需要大量的投行初级员工进行长时间枯燥繁琐的数据罗列、整理、反复Copy-Paste工作。


目前，自动报告生成主要运用自然语言处理（NLP）中的两种技术：


自然语言理解（NLU）：将日常话语消化理解，并转化为机器可后续处理的结构；

自然语言生成（NLG）：将由机器拆分好的结构化数据以人们能看懂的自然语句表达出来。

我们可以将这两种技术理解看成将日常对话这一原料的拆分加工和整装成可理解的自然语句——最终产品。


一些科技公司已经不仅仅满足于为新闻行业提供自动报告生成的服务。

Narrative Science由西北大学的新闻系和计算机科学系联合创立，旨在通过给定主题的数据分析，自动生成文章报告。


该公司的著名数据分析平台Quill可以分析结构化数据，将人工智能与大数据进行技术融合，理解这些数据的重要性，从而产生简短的文字表述或结构化的报告内容。Quill的主要面向对象为——金融服务提供商。


Narrative Science的CEO Frankel 表示“我们的目标是替代人工做绝大部分基础工作，让机器来处理数据和信息”。",[]
503,https://tieba.baidu.com/p/5603938731?pn=1,人工智能步入金融领域的主流玩法！,蘑菇-,,"3.金融搜索引擎
券商/私募基金研究员在进行研究工作的时候需要搜集海量信息，再整理和分析其中内容，如上下游分析，对标企业研究，竞争对手研究，企业亮点/风险点分析等等。

然而目前绝大多数证券分析师所运用的辅助研究软件如Bloomberg数据终端只解决了基础数据问题，而没要考虑到信息量过载的问题。


这使得研究员在面对大量基础数据与爆炸的信息时无法寻找到最有准确有价值的信息，也无从提高其工作效率。

金融搜索引擎的背后核心技术是高质量的知识图谱和大量的业务规则，帮助实现联想、属性查找、短程关系发现。探索引擎，如分面浏览器，也是在知识图谱的基础上，则提供了人机协作的界面，让人对数据的探索过程可以很方便地被记录、迭代、重用。


此外推荐系统和推送系统也非常有用，帮助金融用户聚焦在关键数据上，更省时省力地做投前发现和投后跟踪。",[]
504,https://tieba.baidu.com/p/5603938731?pn=1,人工智能步入金融领域的主流玩法！,蘑菇-,,"4.智能投资顾问
传统投资顾问需要站在投资者的角度，帮助投资者进行符合其风险偏好特征、适应某一特定时期市场表现的投资组合管理。而这些工作都需要以大量昂贵的人工方式完成，所以财富管理服务也因此无形的提高了进入门槛，只面向高净值人士开设。

但是现在，智能投资顾问（robot advisor）正在以最少人工干涉的方式进行投资组合管理，管理你资产的可以是一排计算机，而你也不用是高净值人士。


并且智能投顾在以更强大的计算机模型运用人工智能的技术对大量客户进行财富画像，以人工智能算法为每一位客户提供量身定制的资产管理投资方案。

Wealthfront就是一家非常具有代表性的智能投顾平台，借助于机器与量化技术，为经过调查问卷评估的客户提供量身定制的资产投资组合建议，包括股票配置、股票期权操作、债权配置、地产资产配置，旨在提供一个自动化的投资管理服务最大化投资回报。

Wealthfront在进行自动化投资管理时一共有5个步骤：
1.确定当前投资环境的理想资产类别
2.以最低成本的ETF（交易型开放式指数基金）代表每一资产类别
3.确定风险承受能力并创建合适的投资组合
4.将现代投资组合理论（MPT）分散风险
5.定期监控并重新调整平衡投资组合


在获得市场肯定的背后，是对智能投顾的信心。智能投顾能够战胜人性，避免投资人受市场变化而产生不理性的情绪化影响，使机器严格执行事先设定好的策略。并且智能投顾拥有比传统财富管理机构、私人银行更为透明开放的信息披露，及时提供风险提示，极大的减少了资产托管人与管理人之间的信息沟通壁垒。",[]
505,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,2018-03-19 09:15,,[]
506,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
507,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
508,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
509,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
510,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
511,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
512,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
513,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
514,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
515,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
516,https://tieba.baidu.com/p/5603864832?pn=1,十年后，人工智能会普及吗？,我名不靜,,,[]
517,https://tieba.baidu.com/p/5603842781?pn=1,未来的机器人热门技术，可能造就行业内的“独角兽”,sophiaqueen007,2018-03-19 08:55,在这个遍地黄金的时代，人，抓住了机遇就等于拥有巨额财富；企业，抓对了机遇就等于掌握了良好赛道。而随着中国对自动化领域的推进，我们完全可以相信未来几年，从事这些技术的机器人或自动化企业将有可能成为行业的独角兽。,[]
518,https://tieba.baidu.com/p/5603842781?pn=1,未来的机器人热门技术，可能造就行业内的“独角兽”,sophiaqueen007,2018-03-19 08:56,"一、机器人视觉技术
机器人视觉，指的是将视觉信息作为输入，进行信息处理，提取有用信息供给机器人。这一技术从六十年代开始，从只能识别平面上类似积木的物件到桌子、电话等物品识别已经发展到手势、面部表情识别，人机界面功能可以实现。机器人视觉能应用于数个方面：为“机器人动作控制提供视觉反馈”，移动式机器人的视觉导航，代替或帮助人工对质量控制、安全检查进行所需要的视觉检验。
工业机器人加上视觉，即可满足复杂产线的各种拣选、检测、组装等工作，而移动机器人加上视觉，则可以实现自由路径的切换，真正体现无轨导航。
目前机器人视觉系统的相关企业也有不少，它们还可用于设备、产品检测，自动跟踪焊接等等。机器人视觉技术让一些精细的工作不再出现漏洞且能代替人时时刻刻作业，多领域的应用也拥有广大的市场，可以预计在未来几年会被更好的应用于工业领域。",[]
519,https://tieba.baidu.com/p/5603842781?pn=1,未来的机器人热门技术，可能造就行业内的“独角兽”,sophiaqueen007,,"三、自动驾驶技术
提到自动驾驶技术，很多人的思维便固定到了无人驾驶汽车上，认为其科技在几年很难得以真正应用，其实不然。自动驾驶除了应用在汽车领域还有仓储物流行业、农业自动驾驶车辆、局部封闭场所（景区、码头等）。
在汽车领域自不用说，谷歌、特斯拉以及众多汽车公司都在研发这一技术，甚至在2016年美国政府提出计划将国内交通事故死亡人数降为零——自动驾驶技术便是其基石。但是这些技术并没有真正应用普及，三五年内亦是难在身边出现。
而自动驾驶应用当以仓储物流行业利用技术最为基础、成熟——如京东物流的无人分拣中心、天猫的广东惠阳机器人仓。当前，众多AGV机器人企业都在积极尝试无人驾驶（视觉）的解决方案，同时国产激光雷达（单线、多线）也有了一定的市场应用，这种技术路径将会直接影响AGV机器人未来的价格走向与应用范畴。
如深圳未来机器人专门研发无人驾驶工业车辆（叉车AGV），已在众多领域有所应用。
此外，农业无人驾驶也有广大市场，如深圳的井智高科已在农业自动驾驶方向有所践行。",[]
520,https://tieba.baidu.com/p/5603842781?pn=1,未来的机器人热门技术，可能造就行业内的“独角兽”,sophiaqueen007,,"四、柔性系统集成技术
柔性系统集成区别于传统的集成业务，更加体现一个企业的综合实力以及对柔性生产线的理解和创新能力。柔性化代表着每一条生产线、每一个自动化设备都需要随着生产的节奏实现快速换线、工装、夹具、软件系统等等。
为了提高制造工业的柔性和生产效率，缩短产品生产周期，提高良品率，柔性自动化系统集成便应时而生——特别是3C领域。3C电子行业更新换代的速度日渐加快，不断的推出新产品成为各大厂商最重要的市场保障。因此如何让自动化设备适应柔性化生产成为最大的难题。
为了解决自动化柔性线的问题，很多企业都外包寻求自动化生产线打造——以手机生产厂家为例，目前苹果、华为、OPPO、VIVO的自动化柔性生产线均由其他为自动化服务的公司设计打造。
目前，大部分系统集成商都在探索柔性化解决方案的最佳路径。
除了以上技术，未来更多新的技术领域将会出现突破性解决方案，技术是最佳生产力，未来，谁能占据技术主导性，必将占据市场领先性。",[]
521,https://tieba.baidu.com/p/5602500445?pn=1,关于人工智能的想法,情氹氹,2018-03-18 14:33,人工智能就是AI技术，霍金说人类不能过渡开发人工智能。对此你怎么看？,[]
522,https://tieba.baidu.com/p/5602500445?pn=1,关于人工智能的想法,情氹氹,2018-03-18 17:42,转身，一缕冷香远，逝雪深，笑意浅。来世你渡我，可愿？,[]
523,https://tieba.baidu.com/p/5602500445?pn=1,关于人工智能的想法,情氹氹,2018-03-18 17:53,念你的梦在风雨交加的夜里是那么的荒芜和凄凉,[]
524,https://tieba.baidu.com/p/5602500445?pn=1,关于人工智能的想法,小丑1988,,这个潮流，无可阻挡,[]
525,https://tieba.baidu.com/p/5602500445?pn=1,关于人工智能的想法,情氹氹,,把那扇熟悉的门仰望成一个天涯远隔的角度。,[]
526,https://tieba.baidu.com/p/5602815738?pn=1,AI时代来临，该如何应对？,小丑1988,2018-03-18 17:57,"霍金和马斯克都极力呼唤人们警惕人工智能的威胁，他们主要关注将来AI会超越，甚至取代人类，那估计是几百年，甚至千年以后的事情了，现在谈人类和AI的主从问题，可能还早。
但是，有一个问题摆在眼前，几十年，可能十几年内需要面临的问题:
工作都被机器人做了，人类何去何从？
现在已知的是流水线，仓储，物流慢慢的引入机器人，好处是成本大大降低，还能24小时无休工作。那么，问题来了，机器人完全普及之后，流水线工人，仓储员，快递员去哪儿?
在这些行业机器人完全普及之后，慢慢的其他需要费点脑力的行业，也会机器人话，比方说强大的AI系统，可能慢慢的替代客服人员，银行柜台人员，收银员，售票员，等等。这些人何去何从？
最近的比较厉害的是AI操盘手，交易的速度和准确度已经超过人类，操盘手是不是也有危机感了？
可能几十年以后，除了特别费脑筋的行业，机器人全能做，这可能会导致全球数亿，甚至十几亿的人没有工作，他们何去何从？
我想，这应该不是危言耸听，如果现在不考虑对错，将来一定会非常麻烦，可能比两次世界大战还要麻烦10倍以上。
能做什么应对呢？",[]
527,https://tieba.baidu.com/p/5602815738?pn=1,AI时代来临，该如何应对？,年年36912,2018-03-19 00:29,"离强AI还差的远呢，我们国家一定要领先美国，加油啊


期待强AI早点到来",['你可能没有看全文，弱AI短期内就可能占领流水线和股票经纪人，客服，收银员等替代性强的职位，在强AI出现之前，全球可能就有十几亿，甚至几十亿人面临失业的挑战。']
528,https://tieba.baidu.com/p/5603660807?pn=1,分享: 别墅168，价格201万,shireley肖,,"分享贴子
别墅168，价格201万
来自：tieba.baidu.com/p/5593589809",[]
529,https://tieba.baidu.com/p/5603207395?pn=1,人工智能图,zhl19862008,2018-03-18 21:54,,[]
530,https://tieba.baidu.com/p/5602899024?pn=1,未来将是人工与人工智能的结合！,情氹氹,,,[]
531,https://tieba.baidu.com/p/5602810485?pn=1,未来，人会不会和人工智能融合？,zhl19862008,2018-03-18 17:54,我觉得会,[]
532,https://tieba.baidu.com/p/5602806251?pn=1,手机里的人工智能,zhl19862008,2018-03-18 17:51,智能语音已经实现，下一步会是什么？期待···,[]
533,https://tieba.baidu.com/p/5587211090?pn=1,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几,玩LOL里,,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几家为什么他们之间的价格相差很大呢😄,[]
534,https://tieba.baidu.com/p/5587211090?pn=1,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几,煤校彭于晏,,你了解了哪几家,[]
535,https://tieba.baidu.com/p/5587211090?pn=1,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几,熬夜的狼,,多熟悉,[]
536,https://tieba.baidu.com/p/5587211090?pn=1,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几,我名不靜,,你了解了哪几家？,[]
537,https://tieba.baidu.com/p/5587211090?pn=1,我想培训人工智能，零基础，不知道那个培训机构好，我也了解了几,Vickyyywang24,,我上了一个人工智能的网上课程，你要资源吗？,[]
538,https://tieba.baidu.com/p/5602116919?pn=1,"叫""人工智能""不妥",太空剑,2018-03-18 09:46,"把研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学叫""人工智能""实为不妥。比如一个语言翻译机在那里帮人翻译能叫“人工智能”翻译吗？一个人在给人翻译才是人工。而语言翻译机只是人造智能机器。",[]
539,https://tieba.baidu.com/p/5602116919?pn=1,"叫""人工智能""不妥",太空剑,2018-03-18 09:50,叫“人造智能”或许更贴切,['人工就是人造，人造就是人工']
540,https://tieba.baidu.com/p/5602116919?pn=1,"叫""人工智能""不妥",情氹氹,2018-03-18 17:32,记住要仰望星空，不要低头看脚下。,[]
541,https://tieba.baidu.com/p/5602116919?pn=1,"叫""人工智能""不妥",情氹氹,,[cp]记住要仰望星空，不要低头看脚下。无认生活如何坚难，请保持一颗好奇心。你总会找到自己的路，和守为自己的成功。 [/cp],[]
542,https://tieba.baidu.com/p/5505539642?pn=1,人工智能的关键在于“回馈”——萌新浅见,细雨凝香,2018-01-06 12:14,"用围棋领域中的人工智能举例。
智能的计算已经远超出人类当前，但智能在行为上只能根据计算所得来下子，这只能算是对命令的执行，即使这命令繁杂如恒河沙数。
人则不同，因为人的头脑在经过计算、下子的那一刻会对大脑有所“回馈”，这种回馈会因棋局过程中的得利、失利而积蓄，进而在棋局结束后释放为胜利的喜悦和失败的失落。
如果说人工智能的情绪也是算法，那必然是另一独立甚或另一体系的算法，只有这样才能形成多样相互刺激、相互回馈，进而产生多样微局部循环，最终使人工智能形成复杂多样的表达集合。
而这样带来的庞大数据，以目前最强超级计算机来说，低配这词或许能够沾边",[]
543,https://tieba.baidu.com/p/5505539642?pn=1,人工智能的关键在于“回馈”——萌新浅见,宋语心,2018-01-06 21:34,你好,[]
544,https://tieba.baidu.com/p/5505539642?pn=1,人工智能的关键在于“回馈”——萌新浅见,我名不靜,,如果之前的人工智能说是dna，那么现在拥有深度学习的人工智能已经是懂得思考的细胞阶段了。那么参考单个细胞怎么构建成为动物的，其实就能产生初级人工智能意识了,[]
545,https://tieba.baidu.com/p/5602442185?pn=1,整理了一些学习的书籍资料电子版！,情氹氹,2018-03-18 13:53,有需要的滴滴我！,[]
546,https://tieba.baidu.com/p/5602430120?pn=1,最新学习方法，过程笔记！,情氹氹,2018-03-18 13:44,分享给大家,[]
547,https://tieba.baidu.com/p/5602104074?pn=1,【讨论】人工智能在电商行业如何应用。,我名不靜,,"在人工智能概念被无限追捧的2017年，码隆科技也拿下了2.2亿元的B轮融资。

码隆科技的核心产品ProductAI是一个人工智能视觉开放平台，通过开放API为电商企业提供拍照搜索商品和商品属性识别服务。

ProductAI可以根据图片识别商品并对商品进行归类、匹配，通过深度学习多维度解析图像信息，提取识别商品品类、颜色、材质、价格等多重信息；还可以根据电商数据库搭建定制图像搜索引擎。

码隆科技CEO黄鼎隆对于自家的“商品识别”能力极为自信，他告诉亿邦动力网“我们的AI就像人一样可以看懂商品。”

“人工智能催生零售新物种”

不同于人脸识别的快速发展及应用，商品识别有点“慢半拍”。

黄鼎隆总结原因有两点，其一是“能用”，“技术是可以试出来的，你说得再好别人一试根本不行，所以2014年成立至今我们花了不少时间在技术的打磨与升级上。”

亿邦动力网了解到，识别的精确度主要取决于训练的数据量、算法模型设计、计算力。去年由谷歌研究院、苏黎世联邦理工学院共同举办的WebVision全球图像识别挑战赛上，基于最新的“弱监督学习”研究成果，码隆科技的的识别正确率达到了94.78%。

另一个原因是“有用”。黄鼎隆解释，作为国内第一家做商品识别企业，在人工智能快速发展的近两年才有企业找到商品识别的应用场景。码隆科技选择最早从纺织、服装相关行业切入，并拓展家居、电商、新零售领域。

对于当下最火的便利店场景，黄鼎隆告诉亿邦动力网，商家硬件投入可能仅需几个摄像头，最主要是码隆的技术可以接入各个平台各个环节中，只要将码隆的API切入平台代码即可，码隆会从中收取一定的服务费。

“以图搜图”解放电商运营？

不少人觉得AI仍处于概念化的阶段，殊不知目前在使用的种种功能皆因AI在背后的支撑。

黄鼎隆介绍，单以“以图搜图”来说，不少电商商家通过其实现了商品的有效管理。

比如通过AI进行商品去重及货源监控。

同样的商品有不同的供应商、不同的价格，商家既需要保证上传的商品为同一商品，还需要找到最低价。以前可能需要有专门的运营人员负责在后台进行抽样检查，现在通过AI就可以快速将同类产品检索出来。

这背后的逻辑是：通过码隆的技术将商品录入后，每个商品背后都会有一个卷积神经网络，不同角度的卷积神经网络会生成一个高维度的向量，这个向量代表着这个商品的各种特征。如果所有向量所有的特征都是一样，那它就是同样的商品。

这个功能对于前端消费者来说，就是淘宝“拍立淘”的功能。",[]
548,https://tieba.baidu.com/p/5602104074?pn=1,【讨论】人工智能在电商行业如何应用。,我名不靜,,"黄鼎隆表示，阿里有上百人的团队在做视觉深度学习，淘宝投入了巨大的人力物力才做出“拍立淘”。对于大部分的电商而言，没有精力和必要去投入这这么大去做这个事情。“通过码隆可以就一天搭建一个属于自己的以图搜图引擎。”
能这样快速搭建的原因在于码隆将AI放到云端并搭建了PaaS平台，客户登陆后只要把需要检索图片的url上传至平台，即在自有图片集上快速搭建以图搜图服务。
ProductAI平台会下载客户图片，分析图片内容，抽取图片特征，在特征基础之上完成图片索引。索引启动之后，用户可以在自己的网站，移动端，智能硬件等产品中嵌入ProductAI SDK，使用图片或者图片链接发起搜索请求，在图片索引库中发现视觉相似，视觉相同的图片或商品。
黄鼎隆分享其客户的一组数据：通过拍图片进来消费者在搜索结果页的点击率比文字搜索结果页月点击率要高50%以上。",[]
549,https://tieba.baidu.com/p/5602104074?pn=1,【讨论】人工智能在电商行业如何应用。,我名不靜,,"有了AI，美工也不需要了？
黄鼎隆还介绍了另一个应用场景，“我们可以帮助电商自动生成商品的详情页。”
他描述的使用场景如下：每个淘宝店的店长会有很多新品要上，每款新品都需要做详情页去介绍。如果是服装服饰的话，还需要做很精美设计，处理很多局部的细节图，我们推出了一个工具可以帮你自动地生成这个页面
“淘宝鲁班设计师相当于帮淘宝店主做这种自动的店面海报生成。我们是基于对商品的理解，能自动判别出服装各个部位的具体特征。这背后也是基于AI对于这个商品的理解，只要你给他一些这个商品的图片，后面系统会自动判断：这是正面图，这是背面图，这是侧面，这是哪个部分的细节图，然后对属性进行识别，基于以上就可以生成自动的页面。还会进行一些简单的P图加工。”
黄鼎隆认为，在零售场景下计算机能够看懂商品，会有很多新场景出现，随之将催生出很多新物种。未来码隆会结合更具体的商业场景，让AI越来越具象。",[]
550,https://tieba.baidu.com/p/5601688440?pn=1,人工智能图,zhl19862008,2018-03-17 23:36,,[]
551,https://tieba.baidu.com/p/5601688440?pn=1,人工智能图,zhl19862008,2018-03-17 23:47,人工智能就像人的大脑一样强大,['顶']
552,https://tieba.baidu.com/p/5601688440?pn=1,人工智能图,AI世扬,,人脑难算,[]
553,https://tieba.baidu.com/p/5601685403?pn=1,人工智能迎来大爆发！,zhl19862008,2018-03-17 23:34,这是近几年的事，但却是大势所趋，影响深远，而且前景广阔。,[]
554,https://tieba.baidu.com/p/5601685403?pn=1,人工智能迎来大爆发！,AI世扬,2018-03-17 23:56,当然的,['这是人工智能的时代']
555,https://tieba.baidu.com/p/5601701487?pn=1,人工智能技术人才短缺,zhl19862008,2018-03-17 23:46,个人感觉是这样，市场需求太大,[]
556,https://tieba.baidu.com/p/5601697033?pn=1,具有自省能力的程序,建设西路东口,,"源代码、apk以及实验报告下载：https://pan.baidu.com/s/1qYhtfw4
作者：蔡超联
实验编号：2
关键词：意识、意识存储区、反射链
摘要：
本文以“如何在计算机上模拟意识”为主要论题，探讨了意识的监视功能，并详细讲述了在计算机上如何用编程方式模拟意识的监视功能。本文引入了“意识存储区”的概念，并结合反射算法演示程序详细说明了意识与感觉、记忆、学习的关系，充分体现出意识在人工智能系统中起到的巨大作用。
引用文献：
1、RUIAIJUN《如何模拟意识程序》https://tieba.baidu.com/p/4394605224
2、RUIAIJUN《如何使计算机知道自己在干什么》https://tieba.baidu.com/p/4358574052
3、RUIAIJUN《简单的意识模拟程序》https://tieba.baidu.com/p/4372044195
关于反射算法的介绍，参见纪录片：https://tieba.baidu.com/p/4760009643
或者RUIAIJUN的《用反射算法编写的程序》https://tieba.baidu.com/p/4351441800

一、模拟意识的演示步骤... 2
二、意识具有监视功能... 2
1、计算机开机自检就是知道自己情况的方式... 2
2、办公软件Office就具有“知道自己干什么”的功能... 2
3、Java语言的反射机制就具有“知道自己干什么”的功能... 3
三、意识存储区... 3
1、通过记录机制模拟意识的监视功能... 3
2、对意识存储区的检索... 4
3、意识存储区的数据结构... 4
四、程序运行过程及代码讲解... 5
1、有意识过程VS无意识过程... 5
2、记录的信息：外界刺激＆自身行为及状态... 9
（1）按钮单击事件 改变文本内容... 9
（2）按钮单击事件 改变文字颜色... 13
（3）列表项点击事件... 14
３、反射链实验... 17
（1）反射的意义... 17
（2）反射链的数据结构... 17
（3）反射的建立和巩固过程... 18
（4）检验反射效果... 19
（5）反射链巩固机制... 20
（6）状态监视器的设置... 24
五、总结... 26
1、本程序的意义... 26
2、意识≠记忆... 26",[]
557,https://tieba.baidu.com/p/5601697033?pn=1,具有自省能力的程序,建设西路东口,,"一、模拟意识的演示步骤
为了渐次实现模拟意识的各种功能。我先介绍一下模拟意识的演示步骤。
首先，我们模拟意识对历史经历的记录和反应。表示程序已经了解自己曾经经历了什么、干过些什么。
再者，我们要对比一下，有意识与无意识的区别。
然后，我们把程序的“鼠标点击事件监听器”包容到模拟意识中来。演示出意识与感觉的关系，及意识与感觉的信息交换过程。
再下面。我们把程序的对永久记忆的回忆包含到模拟意识的演示程序中来，演示出记忆机制与意识的关系。
再以后，我们演示有意识交互过程，让计算机在【用户操作】与【显示文本】之间建立起反射联系。同时设立一个对照组，使计算机无意识地执行人机交互代码，让读者体会意识的控制功能。

二、意识具有监视功能
首先说明，监视就是“知道自己在干什么”。计算机和它的程序可以很容易的实现“知道自己在干什么”。

1、计算机开机自检就是知道自己情况的方式
一个系统，只要能够对内部信息把握和处理，就可以实现“自我了解”了。
我们的计算机在开机时的自检，就是一种自己了解自己情况的方式。
在计算机开机时，ＣＰＵ首先指向ＢＩＯＳ的首址，由那里调用自检程序。对系统的硬件一一进行检测，看看存储器是否良好，个个外设是否良好。自检结束后，系统开始读入操作系统程序，把它调入内存，然后把控制权交给操作系统。
整个自检过程，就是计算机在程序的支持下，自己对自身设备状态的了解过程。但是这个自检，还不是对自己干什么的了解。

2、办公软件Office就具有“知道自己干什么”的功能
办公软件Office里面有个功能叫做“录制宏”，所谓的宏，就是一串VBA代码。用户可以将自己的操作过程录制下来，Office办公系统会将用户的操作过程保存为一串VBA代码，下次用户只要运行这段宏代码，就可以执行以前录制的操作过程。这说明Office办公软件可以知道自己在干什么，比如用户在键盘上敲了一个退格键，Office接收到了这个键盘信号，于是它就用代码记录下了这个过程：Selection.TypeBackspace；用户按键盘上的↑键两次，将光标上移两行，Office软件用代码记录下这个过程：Selection.MoveUp.Unit:=wdLine,Count:=2。


3、Java语言的反射机制就具有“知道自己干什么”的功能
详见：https://www.zhihu.com/question/24304289 在此不做赘述。",[]
558,https://tieba.baidu.com/p/5601697033?pn=1,具有自省能力的程序,建设西路东口,,"三、意识存储区
1、通过记录机制模拟意识的监视功能

Ruiaijun的“模拟意识算法”指出，要在计算机上模拟意识，我们需要在程序里设置一个大的存储区，它包括“监视信息存储”和“控制信息存储”两大部分。随时记录程序的工作情况，改变程序的运行，就已经是具有模拟简单意识的程序了。
先做意识存储区的监测部分，使它对自己的活动能够知道，不仅知道现在的活动，而且知道过去的活动和活动结果。并系统自身必须能够读取这些信息。
再做意识控制区的控制部分。使得它能够对控制自己的活动。
意识演示程序非常简单，却是程序员很少使用的编程方式。不是因为它难编写，而是人们认为它没有必要编写。程序边运行边向意识汇报，会降低程序的执行效率，占用内存空间，一般来说对于非智能程序几乎没有意义。
但是，我们从模拟意识的角度编写程序，就必须设置意识存储区，必须编写向意识汇报情况的语句。


2、对意识存储区的检索
这是人们认为“意识与感觉有关”的关键。实际上，意识并不是感觉，但是大脑对意识存储区的资料的检索，或是大脑活动向意识存储区的汇报，都造成意识能够了解“系统在干什么”、“过去干过什么”、“接下来还要干什么”。
我把这种不是由感觉器官完成的“感觉”，叫做“意识感觉”。
这个“知道自己经历的模拟意识程序。”由于简单，很难把这么多意识所作的工作都表现出来，它只能把自己意识存储区保存的资料告诉给人们。以显示自己对自己运行经历的了解。

3、意识存储区的数据结构
本演示程序以链表形式存储系统内部活动内容（称为事件Event，或者操作Operation）。数据结构如下图所示

当用户需要检索意识存储区里的历史记录时，程序会将链表转换为数组，向用户输出数组内容。",[]
559,https://tieba.baidu.com/p/5601697033?pn=1,具有自省能力的程序,建设西路东口,,"四、程序运行过程及代码讲解 1、有意识过程VS无意识过程
点击按钮1，程序显示一行信息：我知道自己在做什么。这段代码是有意识的，运行过程被记录到意识存储区中。

点击按钮2，程序显示：“显示一段文本”。这段代码是无意识的，手机所做的仅仅是执行代码并弹出消息，没有记录下这个过程。


点击右上角的菜单按钮，进入意识存储区，我们可以看到以下记录

这里的“我”，指的是手机系统本身。
代码对比",[]
560,https://tieba.baidu.com/p/5601697033?pn=1,具有自省能力的程序,建设西路东口,,"2、记录的信息：外界刺激＆自身行为及状态
说明：对于计算机/手机而言，外界刺激就是用户的操作行为。
（1）按钮单击事件 改变文本内容
点击按钮3，文本区域1的文字内容变为“非意识活动”。
【用户点击按钮3】和【系统将文本区域1内的文字设为“非意识活动”】这两个事件都不会被记录，也就是系统是在“无意识”地执行程序命令。

点击按钮“恢复原状态”，将文本标签的内容恢复到初始状态。
点击按钮4，文本区域1的文字内容变为“检测到用户操作”。
系统仅仅将【用户点击按钮4】这一事件（外界刺激）记录到意识存储区里面，并没有意识到文本区域1的文字变成了“检测到用户操作”。

恢复原状态。
然后点击按钮5，文本区域1的文字内容变为“检测到用户操作和文字改动”。
程序不仅记录下了【用户点击按钮5】这一事件（外界刺激），还记录了【文本区域1的文字内容变成了“检测到用户操作和文字改动”】这一事件（自身行为及状态）。

查看意识存储区，可以看到用户点击按钮3、文本区域显示“非意识活动”的事件压根没有被记录下来，系统完全不知道发生了什么，也就是整个过程是一个“非意识活动”。
看绿色区域，系统记录下了【用户点击按钮4】这一事件，系统知道用户对自己做了什么，但是用户行为的结果却没有记录下来，系统并不知道文字变成了什么。
再看红色区域，系统记录下了【用户点击按钮5】这一事件，也记录下了【文本区域1的文字变为“检测到用户操作和文字改动”】这一结果，也就是说，系统知道用户对自己做了什么（点击按钮5），也知道最后造成了什么结果（文字改变）。



代码对比",[]
